tracklet_id,flight_id,cls,n_steps,n_obs,mean_dir_deg,R,rayleigh_p,median_inlier,disp_px,trusted
394,47,1,10,11,53.07,0.6667,0.008285,0.8146,545.31,True
395,47,1,8,9,65.93,0.4137,0.261929,0.8146,139.87,False
396,47,1,5,6,66.99,0.5475,0.233346,0.8393,187.43,False
397,47,1,19,20,62.35,0.2527,0.30122,0.7636,57.33,False
398,47,1,8,9,258.32,0.6043,0.048785,0.7675,1033.1,True
399,47,1,15,16,236.58,0.1152,0.824398,0.6992,961.23,False
400,47,1,13,14,254.4,0.4008,0.123438,0.7517,1020.42,False
401,47,1,5,6,245.23,0.1313,0.924838,0.7767,183.96,False
402,47,1,10,11,258.29,0.1981,0.686219,0.755,200.57,False
403,47,1,1,2,262.52,1.0,0.512221,0.6554,137.94,False
404,47,1,11,12,292.26,0.3521,0.261072,0.6992,373.82,False
405,47,1,8,9,257.45,0.0944,0.935094,0.7723,308.84,False
406,47,1,13,14,347.44,0.0713,0.938246,0.7095,475.33,False
407,47,1,7,8,285.02,0.4556,0.241416,0.793,170.9,False
408,47,1,9,10,239.36,0.2733,0.523789,0.7517,90.41,False
409,47,1,4,5,275.89,0.5054,0.385793,0.7723,253.87,False
410,47,1,8,9,193.09,0.1848,0.772249,0.6919,306.3,False
411,47,1,7,8,278.79,0.6626,0.040056,0.6941,389.79,True
412,47,1,3,4,264.34,0.3359,0.747425,0.6637,304.31,False
413,47,1,3,4,231.99,0.7647,0.181815,0.6941,319.29,False
414,48,2,5,6,144.58,0.8598,0.015506,0.5964,345.94,True
415,48,2,18,19,56.68,0.2425,0.351987,0.7265,260.33,False
416,48,2,13,14,299.49,0.4473,0.071791,0.7762,207.57,False
417,48,2,13,14,273.11,0.0762,0.929932,0.7762,3.77,False
418,48,2,23,24,229.34,0.0785,0.870393,0.8126,846.35,False
419,48,2,20,21,173.38,0.0323,0.979873,0.8384,554.43,False
420,48,2,7,8,347.41,0.081,0.958131,0.8651,3.73,False
421,48,2,2,3,64.83,0.9999,0.137279,0.8355,269.95,False
422,48,2,5,6,284.93,0.6391,0.129325,0.9058,429.39,False
423,48,2,5,6,87.76,0.5698,0.204498,0.9058,2.8,False
424,48,2,10,11,161.11,0.2719,0.488993,0.8534,435.33,False
425,48,2,4,5,312.11,0.3985,0.560785,0.9066,234.74,False
426,48,2,34,35,137.22,0.0791,0.810532,0.7338,1085.75,False
427,48,2,4,5,140.27,0.4784,0.428312,0.9066,4.37,False
428,48,2,3,4,256.51,0.3296,0.755667,0.9058,196.26,False
429,48,2,6,7,133.93,0.4421,0.323526,0.8534,239.3,False
430,48,2,20,21,152.1,0.0897,0.854605,0.7878,837.17,False
431,48,2,3,4,77.33,0.3334,0.750687,0.8564,110.58,False
432,48,2,4,5,70.26,0.6825,0.158692,0.3427,381.38,False
433,50,0,7,8,68.59,0.2289,0.708145,0.3092,4.77,False
434,52,1,60,61,285.85,0.2668,0.013403,0.8505,184.07,False
435,52,1,5,6,285.35,0.5568,0.221004,0.8919,254.74,False
436,52,1,26,27,293.96,0.5037,0.000972,0.8635,149.37,True
437,52,1,19,20,28.03,0.0586,0.938448,0.8648,196.28,False
438,53,1,19,20,330.1,0.2763,0.236919,0.761,74.87,False
439,53,1,19,20,295.43,0.2081,0.44507,0.761,46.85,False
440,53,1,54,55,221.85,0.2232,0.067256,0.8015,411.31,False
441,53,1,12,13,248.48,0.472,0.066261,0.8797,82.67,False
442,53,1,14,15,239.53,0.4408,0.063385,0.8768,152.98,False
443,53,1,11,12,211.51,0.4059,0.164663,0.7866,19.91,False
444,54,1,14,15,56.96,0.8503,2e-06,0.8884,202.6,True
445,55,0,19,20,53.7,0.2947,0.193568,0.8642,154.91,False
446,55,0,16,17,70.15,0.367,0.115315,0.8512,183.61,False
447,55,0,15,16,52.46,0.1441,0.73892,0.8456,130.7,False
448,55,0,15,16,67.74,0.2899,0.288115,0.8456,284.66,False
449,55,0,21,22,68.59,0.2057,0.416297,0.8662,29.05,False
450,55,0,13,14,85.84,0.2174,0.550086,0.8569,374.33,False
451,55,0,21,22,145.63,0.1737,0.536304,0.8662,162.37,False
452,55,0,12,13,97.69,0.5489,0.023358,0.8512,299.36,True
453,55,0,14,15,52.39,0.3076,0.270274,0.8512,258.46,False
454,55,0,35,36,89.54,0.108,0.667971,0.8664,315.95,False
455,55,0,16,17,71.85,0.2375,0.41218,0.8605,27.87,False
456,55,0,7,8,104.42,0.6948,0.02759,0.9299,310.24,True
457,55,0,7,8,43.14,0.4959,0.182359,0.9299,295.22,False
458,55,0,6,7,85.4,0.5268,0.194369,0.9354,231.49,False
459,55,0,6,7,232.0,0.4041,0.392391,0.9354,5.7,False
460,55,0,23,24,189.84,0.2838,0.157434,0.8945,285.42,False
461,55,0,4,5,111.78,0.5504,0.318671,0.9468,129.75,False
462,55,0,4,5,37.66,0.6095,0.239502,0.9468,103.65,False
463,55,0,3,4,123.46,0.6328,0.330505,0.9528,74.35,False
464,55,0,7,8,128.11,0.3621,0.414645,0.9033,54.34,False
465,55,0,3,4,186.38,0.8671,0.098891,0.9033,62.16,False
466,55,0,16,17,223.08,0.367,0.115327,0.8804,61.56,False
467,55,0,15,16,227.69,0.3682,0.13074,0.8945,291.7,False
468,55,0,14,15,115.97,0.4456,0.059478,0.8848,10.7,False
469,55,0,1,2,241.71,1.0,0.512221,0.7588,62.32,False
470,55,0,13,14,220.32,0.0623,0.952612,0.9033,246.45,False
471,55,0,0,1,,0.0,1.0,0.0,0.0,False
472,55,0,34,35,71.51,0.0052,0.999085,0.6813,849.97,False
473,55,0,12,13,213.36,0.4063,0.13809,0.8989,288.79,False
474,55,0,8,9,110.31,0.0953,0.933871,0.8766,133.36,False
475,55,0,0,1,,0.0,1.0,0.0,0.0,False
476,55,0,4,5,218.33,0.7833,0.078782,0.8484,246.44,False
477,55,0,6,7,176.08,0.0267,0.996085,0.5175,243.8,False
478,55,0,3,4,254.45,0.3333,0.750833,0.5,204.16,False
479,56,2,40,41,136.14,0.0672,0.836414,0.4808,145.7,False
480,56,2,42,43,164.13,0.2049,0.17196,0.4808,132.1,False
481,56,2,40,41,144.23,0.1267,0.529035,0.4808,155.14,False
482,56,2,43,44,220.14,0.2318,0.098755,0.48,99.72,False
483,56,2,43,44,150.36,0.1154,0.566578,0.48,138.14,False
484,56,2,26,27,219.4,0.1754,0.453625,0.4984,49.33,False
485,56,2,40,41,203.67,0.3412,0.008746,0.4825,109.58,False
486,56,2,0,1,,0.0,1.0,0.0,0.0,False
487,56,2,6,7,241.88,0.6721,0.06042,0.5254,15.15,False
488,56,2,29,30,199.88,0.1871,0.365485,0.4833,45.65,False
489,57,2,12,13,300.81,0.9475,1e-06,0.7182,380.49,True
490,57,2,14,15,291.39,0.2878,0.319225,0.7182,199.11,False
491,57,2,12,13,10.11,0.0338,0.986965,0.7494,198.58,False
492,57,2,13,14,37.61,0.0768,0.928804,0.734,237.26,False
493,57,2,12,13,349.19,0.3622,0.210273,0.7494,5.75,False
494,57,2,12,13,331.86,0.3406,0.253196,0.7494,400.33,False
495,57,2,8,9,13.33,0.2541,0.611173,0.7532,105.11,False
496,57,2,0,1,,0.0,1.0,0.0,0.0,False
497,57,2,3,4,311.6,0.3331,0.751075,0.8174,9.17,False
498,57,2,1,2,231.91,1.0,0.512221,0.5259,165.51,False
499,57,2,18,19,173.52,0.1815,0.559177,0.7769,936.39,False
500,57,2,14,15,88.28,0.2548,0.410217,0.7904,433.41,False
501,57,2,17,18,197.04,0.094,0.863979,0.7795,98.66,False
502,57,2,17,18,114.69,0.0876,0.88071,0.7795,1.8,False
503,57,2,4,5,73.72,0.4935,0.404314,0.7871,202.57,False
504,57,2,36,37,232.6,0.1214,0.591281,0.774,204.37,False
505,57,2,17,18,287.49,0.0465,0.964972,0.7795,97.51,False
506,57,2,0,1,,0.0,1.0,0.0,0.0,False
507,57,2,14,15,85.38,0.3845,0.125919,0.7904,421.81,False
508,57,2,11,12,105.7,0.2731,0.450365,0.7823,194.27,False
509,57,2,20,21,95.62,0.1832,0.516948,0.7629,1505.53,False
510,57,2,15,16,146.39,0.0633,0.943557,0.8068,27.34,False
511,57,2,28,29,95.08,0.124,0.65407,0.7515,1498.3,False
512,57,2,21,22,132.97,0.1824,0.502573,0.7571,1460.83,False
513,57,2,19,20,243.34,0.1806,0.544319,0.7687,1435.59,False
514,57,2,13,14,309.68,0.0678,0.943999,0.8528,206.22,False
515,57,2,15,16,226.36,0.2975,0.269185,0.8068,233.98,False
516,57,2,10,11,118.31,0.1484,0.81027,0.6058,49.64,False
517,57,2,10,11,315.93,0.1974,0.688161,0.6058,45.7,False
518,57,2,10,11,28.58,0.2876,0.448504,0.6058,253.6,False
519,57,2,9,10,35.85,0.1587,0.806086,0.6573,197.28,False
520,57,2,2,3,76.05,0.9977,0.138912,0.6343,161.21,False
521,57,2,2,3,77.52,0.998,0.138717,0.7766,161.41,False
522,57,2,2,3,78.14,0.9951,0.140859,0.777,161.67,False
523,57,2,2,3,76.02,0.9979,0.138775,0.7579,161.51,False
524,57,2,4,5,90.75,0.4892,0.411068,0.6058,50.29,False
525,57,2,3,4,106.23,0.3337,0.750354,0.5543,202.69,False
526,57,2,2,3,101.28,0.9349,0.189682,0.6058,218.59,False
527,64,0,21,22,251.38,0.6771,1.9e-05,0.6126,31.37,True
528,66,0,50,51,110.34,0.1869,0.17484,0.7433,1891.72,False
529,66,0,25,26,244.55,0.5798,0.000115,0.7695,68.7,True
530,66,0,0,1,,0.0,1.0,0.0,0.0,False
531,67,2,10,11,140.07,0.8277,0.000231,0.717,52.26,True
532,67,2,13,14,150.17,0.7441,0.000248,0.708,50.4,True
533,67,2,4,5,179.43,0.9392,0.017012,0.6744,14.7,False
534,70,0,43,44,254.03,0.1554,0.356298,0.5493,28.74,False
535,70,0,44,45,232.06,0.1795,0.243543,0.5557,69.06,False
536,70,0,39,40,277.38,0.075,0.80504,0.596,25.4,False
537,70,0,34,35,54.67,0.0364,0.956494,0.5779,3.96,False
538,70,0,34,35,165.61,0.136,0.536689,0.7066,11.35,False
539,70,0,23,24,196.81,0.2459,0.251147,0.7078,308.62,False
540,70,0,22,23,227.21,0.1099,0.770803,0.7111,10.0,False
541,70,0,22,23,149.4,0.0572,0.932105,0.7111,3.19,False
542,70,0,7,8,208.47,0.4276,0.288236,0.6836,47.74,False
543,70,0,9,10,199.3,0.3068,0.440754,0.6948,53.04,False
544,70,0,17,18,147.61,0.2984,0.222657,0.7526,13.34,False
545,70,0,17,18,200.03,0.3681,0.098862,0.7526,187.58,False
546,71,0,22,23,199.64,0.1597,0.575967,0.3344,28.4,False
547,71,0,30,31,120.69,0.1857,0.35852,0.3419,331.48,False
548,71,0,16,17,173.33,0.4045,0.070966,0.3795,77.21,False
549,71,0,34,35,132.62,0.1172,0.630217,0.4969,17.89,False
550,71,0,46,47,119.79,0.2434,0.064782,0.6444,265.84,False
551,71,0,31,32,140.8,0.0872,0.792748,0.7155,386.97,False
552,71,0,31,32,171.61,0.1851,0.348636,0.7155,198.0,False
553,71,0,29,30,207.54,0.1018,0.7435,0.7453,236.97,False
554,71,0,18,19,260.58,0.1792,0.567579,0.7519,181.45,False
555,71,0,21,22,105.92,0.1549,0.609854,0.7988,170.08,False
556,71,0,16,17,140.7,0.0662,0.934256,0.7541,55.91,False
557,71,0,8,9,264.33,0.3088,0.480883,0.7541,69.86,False
558,71,0,20,21,195.78,0.2073,0.428576,0.8056,134.66,False
559,71,0,13,14,253.62,0.1034,0.874623,0.7988,67.86,False
560,72,0,9,10,170.31,0.1707,0.779065,0.2089,145.32,False
561,72,0,54,55,201.0,0.2295,0.057509,0.4475,699.08,False
562,72,0,0,1,,0.0,1.0,0.0,0.0,False
563,72,0,9,10,270.31,0.1474,0.830361,0.2089,158.36,False
564,72,0,6,7,300.04,0.0824,0.963212,0.3643,12.41,False
565,72,0,1,2,127.85,1.0,0.512221,0.7531,0.35,False
566,72,0,30,31,348.28,0.1052,0.72073,0.4602,194.66,False
567,72,0,39,40,167.79,0.3786,0.003247,0.4826,148.06,False
568,72,0,25,26,32.72,0.0881,0.826452,0.4734,315.91,False
569,72,0,33,34,337.09,0.1935,0.292866,0.4909,225.97,False
570,72,0,37,38,214.82,0.038,0.948554,0.4918,212.29,False
571,72,0,38,39,106.35,0.2194,0.16095,0.5067,320.85,False
572,72,0,37,38,61.69,0.1866,0.277483,0.4918,113.66,False
573,72,0,10,11,155.68,0.0802,0.940552,0.5415,2.88,False
574,72,0,18,19,52.24,0.2329,0.382125,0.5785,75.87,False
575,72,0,18,19,17.24,0.2785,0.250657,0.5785,73.77,False
576,72,0,15,16,128.32,0.2726,0.333628,0.6472,5.68,False
577,72,0,11,12,136.04,0.3058,0.366102,0.6472,20.68,False
578,74,0,34,35,70.09,0.1714,0.371153,0.4165,854.74,False
579,74,0,5,6,204.29,0.8698,0.013598,0.1004,521.63,False
580,74,0,5,6,231.13,0.2409,0.766979,0.1004,518.67,False
581,74,0,29,30,42.87,0.1164,0.678847,0.4861,12.06,False
582,74,0,30,31,267.07,0.0095,0.997316,0.4836,51.78,False
583,74,0,27,28,154.73,0.1598,0.506049,0.4861,289.63,False
584,74,0,27,28,188.64,0.1705,0.460464,0.5,115.28,False
585,74,0,40,41,283.7,0.101,0.667867,0.5763,522.68,False
586,74,0,23,24,344.35,0.1497,0.602455,0.4861,117.82,False
587,74,0,38,39,130.94,0.2053,0.202433,0.5911,30.19,False
588,74,0,31,32,336.27,0.2646,0.113823,0.5774,332.83,False
589,74,0,8,9,119.12,0.1275,0.884645,0.5574,3.03,False
590,74,0,23,24,51.94,0.0464,0.952766,0.6598,3.46,False
591,74,0,21,22,184.64,0.2848,0.183266,0.6677,251.84,False
592,74,0,22,23,240.13,0.0224,0.989291,0.6858,180.23,False
593,74,0,18,19,175.87,0.2367,0.370144,0.6858,20.49,False
594,74,0,18,19,166.28,0.2525,0.322,0.6858,116.7,False
595,74,0,14,15,122.74,0.0232,0.992763,0.6747,3.55,False
596,74,0,8,9,101.97,0.1758,0.791623,0.6747,4.29,False
597,74,0,1,2,186.88,1.0,0.512221,0.7889,2.19,False
598,74,0,5,6,194.09,0.4812,0.331639,0.6489,7.96,False
599,75,1,12,13,90.77,0.3785,0.181282,0.7193,20.23,False
600,75,1,10,11,180.6,0.3876,0.227206,0.7207,20.12,False
601,76,1,9,10,33.26,0.2935,0.4732,0.5314,3.58,False
602,76,1,7,8,276.42,0.3727,0.392673,0.5823,5.26,False
603,77,1,57,58,47.09,0.1956,0.112709,0.7262,69.14,False
604,77,1,19,20,8.27,0.3713,0.071206,0.7896,98.95,False
605,77,1,3,4,329.51,0.2735,0.825641,0.7262,3.95,False
606,77,1,30,31,296.54,0.2488,0.156551,0.6942,23.21,False
607,77,1,18,19,110.1,0.3014,0.19656,0.6745,0.76,False
608,77,1,13,14,198.27,0.2492,0.454487,0.674,5.96,False
609,78,1,2,3,165.39,0.6704,0.470036,0.0672,284.13,False
610,78,1,15,16,15.36,0.0518,0.961849,0.3914,675.9,False
611,78,1,4,5,43.79,0.2407,0.813612,0.6324,357.32,False
612,78,1,4,5,298.47,0.1337,0.938826,0.6324,338.02,False
613,78,1,4,5,308.71,0.2284,0.830646,0.6324,255.13,False
614,78,1,0,1,,0.0,1.0,0.0,0.0,False
615,78,1,29,30,49.8,0.2056,0.295793,0.6313,870.84,False
616,78,1,18,19,256.16,0.1284,0.748356,0.6309,109.76,False
617,78,1,16,17,137.38,0.1052,0.842066,0.6549,613.17,False
618,78,1,40,41,33.5,0.1506,0.40621,0.5816,765.36,False
619,78,1,22,23,295.01,0.0753,0.885186,0.679,28.54,False
620,78,1,8,9,198.84,0.2476,0.626989,0.7111,148.19,False
621,78,1,8,9,250.9,0.3074,0.484153,0.7111,118.52,False
622,78,1,8,9,207.31,0.2013,0.735605,0.7111,8.96,False
623,78,1,10,11,102.1,0.1322,0.846347,0.6509,19.91,False
624,78,1,12,13,195.53,0.296,0.357002,0.6775,144.41,False
625,78,1,6,7,137.58,0.6095,0.10519,0.6454,142.37,False
626,78,1,10,11,43.54,0.1977,0.687393,0.3591,756.92,False
627,78,1,10,11,160.61,0.1704,0.757413,0.3591,13.79,False
628,78,1,4,5,0.83,0.1279,0.943866,0.4599,109.72,False
629,78,1,5,6,62.28,0.551,0.228636,0.3649,366.82,False
630,78,1,2,3,359.18,0.4167,0.760135,0.5809,2.81,False
631,79,1,52,53,239.89,0.2288,0.065037,0.5896,298.31,False
632,79,1,8,9,27.29,0.2125,0.709995,0.6696,2.56,False
633,79,1,6,7,48.51,0.6196,0.096703,0.6509,370.22,False
634,79,1,11,12,96.75,0.1248,0.848529,0.5852,343.02,False
635,79,1,11,12,267.37,0.3347,0.298388,0.7441,22.31,False
636,79,1,12,13,217.81,0.1349,0.810404,0.7448,357.16,False
637,79,1,16,17,59.17,0.26,0.344494,0.4232,1117.45,False
638,79,1,5,6,175.0,0.4452,0.391778,0.5973,5.96,False
639,80,1,0,1,,0.0,1.0,0.0,0.0,False
640,80,1,44,45,160.75,0.2561,0.054935,0.5099,2645.22,False
641,80,1,13,14,129.59,0.1717,0.689918,0.65,102.76,False
642,80,1,15,16,284.19,0.455,0.042049,0.6163,303.27,False
643,80,1,12,13,116.32,0.2184,0.573944,0.5559,110.45,False
644,80,1,46,47,194.26,0.1566,0.325633,0.5397,1898.17,False
645,80,1,7,8,36.54,0.4285,0.286584,0.6163,97.67,False
646,80,1,5,6,127.41,0.5793,0.192921,0.65,10.85,False
647,80,1,16,17,66.64,0.1336,0.757301,0.5486,179.59,False
648,80,1,4,5,136.63,0.5019,0.39115,0.593,151.72,False
649,80,1,18,19,279.38,0.2081,0.464675,0.6583,4.42,False
650,80,1,8,9,222.47,0.6716,0.021588,0.6468,418.67,True
651,80,1,7,8,127.23,0.5609,0.108695,0.7237,192.5,False
652,80,1,7,8,172.96,0.3728,0.392473,0.7288,241.52,False
653,80,1,7,8,191.13,0.4313,0.281687,0.7288,255.37,False
654,80,1,2,3,242.21,0.3825,0.794474,0.6182,119.3,False
655,80,1,1,2,85.08,1.0,0.512221,0.1471,175.49,False
656,80,1,0,1,,0.0,1.0,0.0,0.0,False
657,80,1,1,2,294.44,1.0,0.512221,0.1471,252.05,False
658,80,1,6,7,165.68,0.2982,0.606408,0.5424,15.15,False
659,81,1,1,2,209.08,1.0,0.512221,0.2435,292.61,False
660,81,1,37,38,44.32,0.1164,0.608894,0.5212,1204.05,False
661,81,1,28,29,21.23,0.0722,0.866424,0.559,811.7,False
662,81,1,6,7,154.92,0.9828,0.000152,0.6582,34.49,True
663,81,1,0,1,,0.0,1.0,0.0,0.0,False
664,81,1,0,1,,0.0,1.0,0.0,0.0,False
665,81,1,19,20,34.43,0.1714,0.578337,0.5473,86.91,False
666,81,1,36,37,325.67,0.2191,0.178267,0.3742,147.95,False
667,81,1,13,14,55.03,0.4816,0.045927,0.6356,8.27,False
668,81,1,11,12,191.0,0.0917,0.915211,0.5462,109.7,False
669,81,1,14,15,245.42,0.0813,0.914403,0.3435,577.47,False
670,81,1,3,4,1.89,0.474,0.552063,0.3415,7.34,False
671,81,1,16,17,33.91,0.0992,0.858201,0.3218,572.55,False
672,82,1,1,2,260.8,1.0,0.512221,0.3485,6.75,False
673,82,1,31,32,124.07,0.1035,0.720467,0.4957,1743.31,False
674,82,1,15,16,296.18,0.3723,0.124772,0.5751,143.57,False
675,82,1,29,30,345.46,0.1808,0.390746,0.4669,632.34,False
676,82,1,15,16,65.74,0.1096,0.839804,0.5404,21.73,False
677,82,1,7,8,340.07,0.2344,0.696096,0.5404,5.3,False
678,82,1,19,20,131.76,0.049,0.956579,0.3262,359.44,False
679,82,1,21,22,352.59,0.0639,0.919624,0.3262,401.68,False
680,82,1,4,5,2.75,0.0436,0.993321,0.4157,9.17,False
681,82,1,4,5,14.56,0.0027,0.999975,0.4157,9.04,False
682,82,1,0,1,,0.0,1.0,0.0,0.0,False
683,83,1,20,21,188.3,0.1094,0.791299,0.5178,1630.29,False
684,83,1,2,3,166.85,0.9995,0.137553,0.1829,68.95,False
685,83,1,22,23,153.65,0.5398,0.001122,0.5838,609.82,True
686,83,1,11,12,148.03,0.2217,0.593107,0.5919,252.7,False
687,83,1,39,40,178.64,0.0987,0.686416,0.705,597.94,False
688,83,1,26,27,192.34,0.1944,0.37794,0.7209,444.17,False
689,84,0,35,36,99.14,0.1791,0.327602,0.6383,219.48,False
690,84,0,34,35,103.18,0.0959,0.734438,0.6558,47.44,False
691,84,0,33,34,162.44,0.1139,0.654871,0.6551,159.06,False
692,84,0,34,35,150.2,0.067,0.860133,0.6558,15.22,False
693,84,0,62,63,300.32,0.2366,0.030403,0.5713,684.45,False
694,84,0,13,14,45.53,0.3983,0.126832,0.5917,136.68,False
695,84,0,25,26,35.88,0.2388,0.24236,0.6269,372.3,False
696,84,0,29,30,64.1,0.2146,0.265068,0.6551,186.5,False
697,84,0,27,28,131.55,0.2925,0.098527,0.6916,178.85,False
698,84,0,0,1,,0.0,1.0,0.0,0.0,False
699,84,0,16,17,164.21,0.2629,0.336244,0.7253,53.14,False
700,84,0,15,16,66.44,0.9239,1e-06,0.7256,191.93,True
701,84,0,12,13,3.38,0.8036,8.1e-05,0.5323,52.09,True
702,84,0,5,6,4.56,0.449,0.385231,0.6047,4.76,False
703,84,0,11,12,331.3,0.5871,0.018757,0.5351,132.62,True
704,84,0,7,8,265.88,0.1808,0.80696,0.5295,1.95,False
705,84,0,0,1,,0.0,1.0,0.0,0.0,False
706,84,0,0,1,,0.0,1.0,0.0,0.0,False
707,85,0,12,13,171.1,0.3759,0.185617,0.5878,23.61,False
708,85,0,7,8,114.31,0.1619,0.842265,0.5898,64.47,False
709,85,0,11,12,15.18,0.3562,0.252716,0.5898,177.12,False
710,85,0,31,32,21.56,0.2682,0.107054,0.5567,68.31,False
711,85,0,30,31,277.67,0.1726,0.412546,0.5427,507.85,False
712,85,0,31,32,331.21,0.0895,0.782682,0.5567,116.1,False
713,85,0,14,15,335.02,0.1486,0.740828,0.5712,29.43,False
714,85,0,1,2,333.51,1.0,0.512221,0.2379,19.78,False
715,85,0,20,21,134.86,0.0388,0.971027,0.5271,84.11,False
716,85,0,32,33,177.13,0.3732,0.010574,0.604,268.81,False
717,85,0,11,12,16.9,0.0227,0.994609,0.6151,92.23,False
718,85,0,5,6,61.8,0.2021,0.830297,0.6625,40.74,False
719,85,0,6,7,181.66,0.9155,0.001954,0.6422,82.44,True
720,85,0,15,16,125.58,0.2502,0.397672,0.5563,376.57,False
721,85,0,19,20,101.76,0.6181,0.000368,0.4434,410.01,False
722,85,0,2,3,133.5,0.9791,0.153161,0.4862,4.6,False
723,85,0,5,6,309.45,0.4725,0.345661,0.6606,6.72,False
724,86,0,29,30,229.01,0.1525,0.513327,0.5692,1205.88,False
725,86,0,14,15,305.13,0.1803,0.642492,0.5353,290.84,False
726,86,0,14,15,129.88,0.1908,0.609035,0.5353,404.57,False
727,86,0,15,16,91.59,0.3215,0.214768,0.5692,301.43,False
728,86,0,26,27,311.64,0.2325,0.247343,0.5441,1838.87,False
729,86,0,3,4,43.72,0.3311,0.753684,0.3166,4.18,False
730,86,0,10,11,215.6,0.2088,0.657755,0.7199,424.92,False
731,86,0,3,4,274.41,0.327,0.759059,0.7055,128.99,False
732,86,0,13,14,260.32,0.5297,0.022816,0.7342,939.63,True
733,86,0,11,12,352.13,0.5174,0.048976,0.2644,1121.08,False
734,86,0,4,5,109.36,0.2648,0.778483,0.4569,1.66,False
735,86,0,3,4,26.59,0.8976,0.079884,0.0386,815.17,False
736,86,0,4,5,353.87,0.5273,0.352437,0.1515,580.3,False
737,86,0,1,2,306.21,1.0,0.512221,0.2644,134.85,False
738,86,0,15,16,236.42,0.3207,0.216519,0.1691,930.89,False
739,86,0,3,4,134.27,0.3336,0.750508,0.2521,312.05,False
740,86,0,17,18,240.58,0.3359,0.147283,0.2521,844.8,False
741,86,0,3,4,3.84,0.2307,0.873034,0.2521,293.94,False
742,86,0,11,12,74.53,0.0908,0.916789,0.2521,398.52,False
743,86,0,11,12,210.46,0.0677,0.952971,0.2521,834.57,False
744,86,0,9,10,303.58,0.391,0.259223,0.2639,740.9,False
745,86,0,0,1,,0.0,1.0,0.0,0.0,False
746,86,0,2,3,126.11,0.8634,0.256307,0.5371,12.58,False
747,87,2,11,12,292.97,0.5243,0.044879,0.8945,20.45,True
748,89,2,2,3,347.5,0.7637,0.362188,0.5203,11.34,False
749,92,1,22,23,142.6,0.1632,0.561939,0.4035,282.22,False
750,92,1,7,8,313.38,0.2246,0.717245,0.4675,1.35,False
751,92,1,18,19,267.13,0.0967,0.848773,0.4065,388.69,False
752,92,1,30,31,337.88,0.2557,0.140753,0.3883,444.41,False
753,92,1,39,40,48.61,0.243,0.099463,0.3939,317.73,False
754,92,1,15,16,328.0,0.5272,0.012997,0.471,375.37,False
755,92,1,20,21,342.77,0.1457,0.659437,0.375,212.06,False
756,92,1,4,5,126.14,0.7101,0.133189,0.2826,221.05,False
757,93,0,18,19,117.64,0.2626,0.292944,0.3818,579.53,False
758,93,0,9,10,9.65,0.4545,0.157144,0.4858,130.65,False
759,93,0,9,10,246.55,0.1032,0.913235,0.4858,22.52,False
760,93,0,9,10,160.7,0.372,0.295864,0.4858,128.53,False
761,93,0,16,17,181.43,0.2926,0.257853,0.2664,748.99,False
762,93,0,5,6,213.77,0.1989,0.835104,0.2174,127.13,False
763,93,0,6,7,0.58,0.1089,0.936528,0.2267,102.36,False
764,93,0,4,5,96.59,0.1068,0.960561,0.4298,136.83,False
765,93,0,2,3,285.93,0.0003,1.0,0.1895,3.94,False
766,93,0,38,39,149.98,0.3209,0.018954,0.4505,855.2,False
767,94,1,25,26,173.51,0.1974,0.381471,0.6616,3.04,False
768,94,1,25,26,289.01,0.2195,0.302794,0.6616,280.98,False
769,94,1,40,41,259.03,0.1321,0.500179,0.6622,269.76,False
770,94,1,21,22,260.32,0.1013,0.809733,0.6659,64.79,False
771,94,1,21,22,286.13,0.1058,0.794417,0.6659,10.04,False
772,94,1,44,45,345.35,0.045,0.915619,0.6614,310.15,False
773,94,1,20,21,316.05,0.1511,0.638887,0.6699,47.22,False
774,94,1,17,18,307.93,0.2255,0.427573,0.6886,55.06,False
775,94,1,16,17,58.13,0.1256,0.7824,0.6903,23.58,False
776,94,1,16,17,311.92,0.1794,0.604864,0.6903,21.62,False
777,94,1,12,13,358.61,0.4009,0.145786,0.6925,87.65,False
778,94,1,16,17,16.26,0.5261,0.009816,0.6903,124.42,True
779,94,2,15,16,276.54,0.4902,0.024426,0.3364,365.57,False
780,95,1,13,14,41.78,0.0798,0.923396,0.3572,83.76,False
781,95,1,13,14,45.72,0.2326,0.503985,0.3572,372.87,False
782,95,1,14,15,45.31,0.341,0.198634,0.3053,121.67,False
783,95,1,24,25,16.64,0.2202,0.31551,0.2828,1088.24,False
784,95,1,12,13,10.23,0.1195,0.848087,0.2143,231.63,False
785,95,1,13,14,301.18,0.2245,0.528372,0.3122,439.35,False
786,95,1,38,39,34.2,0.1072,0.648845,0.3517,1720.13,False
787,95,1,4,5,260.74,0.5183,0.365965,0.2591,268.28,False
788,95,1,0,1,,0.0,1.0,0.0,0.0,False
789,95,1,5,6,350.51,0.3174,0.628048,0.294,232.77,False
790,95,1,26,27,41.89,0.2176,0.294798,0.6205,1019.65,False
791,95,1,1,2,117.7,1.0,0.512221,0.2638,9.25,False
792,95,1,0,1,,0.0,1.0,0.0,0.0,False
793,95,1,0,1,,0.0,1.0,0.0,0.0,False
794,95,1,1,2,196.9,1.0,0.512221,0.3984,152.57,False
795,96,1,3,4,246.3,0.3371,0.745873,0.3185,57.74,False
