tracklet_id,flight_id,cls,n_steps,n_obs,mean_dir_deg,R,rayleigh_p,median_inlier,disp_px,trusted
2536,281,1,1,2,14.95,1.0,0.512221,0.733,0.27,False
2537,281,1,1,2,22.27,1.0,0.512221,0.7313,235.17,False
2538,281,1,6,7,40.85,0.9917,4.7e-05,0.7908,34.18,True
2539,282,1,9,10,53.71,0.0999,0.918335,0.957,92.75,False
2540,282,1,8,9,37.87,0.1063,0.91848,0.9525,108.39,False
2541,282,1,8,9,98.81,0.078,0.955223,0.9525,192.37,False
2542,282,1,19,20,333.24,0.2576,0.287114,0.943,1076.26,False
2543,282,1,5,6,352.93,0.1908,0.847355,0.948,101.74,False
2544,282,1,5,6,349.28,0.0336,0.994904,0.957,112.21,False
2545,282,1,10,11,273.85,0.1048,0.90064,0.8965,154.15,False
2546,282,1,36,37,231.38,0.1695,0.358065,0.8881,3137.06,False
2547,282,1,0,1,,0.0,1.0,0.0,0.0,False
2548,282,1,12,13,274.46,0.3376,0.259697,0.8569,155.2,False
2549,282,1,5,6,225.02,0.4679,0.353379,0.8907,261.67,False
2550,282,1,6,7,209.78,0.5283,0.192461,0.8838,64.69,False
2551,282,1,10,11,166.02,0.3703,0.2598,0.8439,305.87,False
2552,282,1,31,32,271.16,0.1415,0.541544,0.9332,2854.59,False
2553,282,1,18,19,177.66,0.245,0.344331,0.8834,3102.56,False
2554,282,1,25,26,352.95,0.2767,0.147702,0.9337,363.46,False
2555,282,1,26,27,54.58,0.1934,0.381866,0.9355,343.85,False
2556,282,1,24,25,84.07,0.2771,0.158846,0.943,176.88,False
2557,282,1,25,26,5.71,0.1686,0.495909,0.9487,353.23,False
2558,282,1,9,10,1.02,0.1172,0.88945,0.9487,179.1,False
2559,282,1,10,11,3.22,0.1341,0.842255,0.9616,328.09,False
2560,282,1,6,7,279.29,0.3221,0.556823,0.9566,108.21,False
2561,282,1,2,3,359.67,0.0707,0.992326,0.9694,228.21,False
2562,283,1,36,37,68.7,0.4421,0.000666,0.8992,1023.38,False
2563,283,1,19,20,53.35,0.4473,0.020214,0.8869,61.72,False
2564,283,1,19,20,210.88,0.185,0.528012,0.8971,13.55,False
2565,283,1,16,17,116.51,0.3127,0.211599,0.8992,42.0,False
2566,283,1,5,6,335.98,0.5816,0.19015,0.9499,4.98,False
2567,283,1,22,23,48.13,0.1136,0.756935,0.9266,65.45,False
2568,283,1,14,15,58.31,0.7031,0.000415,0.9284,310.28,True
2569,283,1,30,31,331.55,0.5243,0.000158,0.9284,1128.64,True
2570,283,1,5,6,16.54,0.5857,0.185407,0.9505,261.91,False
2571,283,1,13,14,310.03,0.9726,1e-06,0.919,173.4,True
2572,283,1,9,10,301.18,0.9046,2.3e-05,0.919,111.35,True
2573,283,1,20,21,6.55,0.5564,0.001385,0.9136,813.51,True
2574,283,1,6,7,51.56,0.2655,0.673794,0.9271,7.42,False
2575,283,1,5,6,227.12,0.2834,0.691459,0.964,58.64,False
2576,283,1,3,4,286.2,0.3257,0.760844,0.9668,66.22,False
2577,283,1,3,4,291.78,0.3257,0.76084,0.9668,3.87,False
2578,284,1,17,18,171.38,0.162,0.646651,0.8772,12.81,False
2579,284,1,16,17,183.7,0.1685,0.642083,0.8674,242.97,False
2580,284,1,11,12,262.65,0.2792,0.433991,0.8056,718.26,False
2581,284,1,14,15,181.27,0.1116,0.84463,0.8674,278.85,False
2582,284,1,16,17,198.75,0.3452,0.149003,0.8837,726.91,False
2583,284,1,44,45,201.0,0.5835,0.0,0.9397,3027.58,True
2584,284,1,4,5,273.96,0.5384,0.336007,0.9322,334.89,False
2585,284,1,4,5,302.5,0.7794,0.081262,0.9322,135.04,False
2586,284,1,9,10,274.71,0.1498,0.82534,0.9651,0.91,False
2587,284,1,10,11,242.57,0.2665,0.503135,0.9598,274.24,False
2588,284,1,3,4,183.53,0.765,0.181606,0.9602,354.75,False
2589,284,1,4,5,12.81,0.1984,0.869623,0.9475,80.5,False
2590,284,1,4,5,148.16,0.2626,0.781774,0.9475,132.08,False
2591,284,1,3,4,306.37,0.3932,0.668625,0.9489,3.66,False
2592,284,1,14,15,233.53,0.3932,0.114038,0.9434,1542.01,False
2593,284,1,8,9,290.33,0.3117,0.474067,0.9472,8.51,False
2594,284,1,3,4,308.75,0.3563,0.720025,0.9395,82.4,False
2595,284,1,6,7,285.58,0.4147,0.372635,0.9519,235.98,False
2596,284,1,3,4,263.56,0.4359,0.607388,0.9566,300.83,False
2597,284,1,2,3,329.52,0.8305,0.289829,0.9617,212.27,False
2598,294,2,21,22,211.46,0.0737,0.89461,0.9203,847.52,False
2599,294,2,1,2,267.45,1.0,0.512221,0.8676,206.6,False
2600,294,2,23,24,243.46,0.1123,0.752382,0.9327,1039.2,False
2601,294,2,13,14,27.06,0.2121,0.566394,0.9259,3.11,False
2602,295,2,48,49,331.96,0.2234,0.090568,0.9074,1241.67,False
2603,295,2,49,50,285.4,0.1261,0.460816,0.9079,1163.17,False
2604,295,2,27,28,7.08,0.2278,0.24817,0.9384,8.29,False
2605,296,2,26,27,183.38,0.5091,0.000828,0.579,75.45,True
2606,296,2,24,25,164.97,0.3768,0.031403,0.5552,51.3,False
2607,296,2,14,15,205.21,0.3572,0.168915,0.5406,37.22,False
2608,297,2,45,46,13.16,0.0651,0.828174,0.5159,456.85,False
2609,297,2,17,18,69.8,0.2737,0.283769,0.3756,166.09,False
2610,298,2,61,62,266.54,0.2347,0.034048,0.795,4081.81,False
2611,298,2,6,7,277.36,0.9991,0.0,0.9019,402.71,True
2612,298,2,18,19,250.36,0.2541,0.317305,0.8366,3.36,False
2613,298,2,1,2,251.98,1.0,0.512221,0.8604,6.0,False
2614,299,2,5,6,176.6,0.4663,0.356078,0.9412,2.22,False
2615,299,2,19,20,154.7,0.3347,0.118651,0.9222,3.9,False
2616,299,2,23,24,137.64,0.0518,0.941354,0.8655,17.92,False
2617,299,2,8,9,63.77,0.2523,0.615645,0.8525,30.87,False
2618,300,2,19,20,44.64,0.1975,0.482567,0.6634,964.96,False
2619,300,2,13,14,58.07,0.2692,0.397604,0.6869,428.64,False
2620,300,2,47,48,208.23,0.0663,0.815187,0.866,1745.88,False
2621,300,2,19,20,238.33,0.1359,0.709604,0.9161,513.12,False
2622,300,2,17,18,202.1,0.2454,0.364685,0.9161,515.46,False
2623,300,2,3,4,229.75,0.7453,0.200914,0.9161,218.18,False
2624,300,2,9,10,212.34,0.5886,0.039512,0.9161,119.52,True
2625,300,2,11,12,190.14,0.5974,0.016043,0.8972,118.1,True
2626,300,2,8,9,153.58,0.501,0.134249,0.8968,50.16,False
2627,300,2,0,1,,0.0,1.0,0.0,0.0,False
2628,300,2,0,1,,0.0,1.0,0.0,0.0,False
2629,301,2,29,30,257.13,0.2116,0.274995,0.8031,705.06,False
2630,301,2,29,30,263.89,0.2011,0.31227,0.8031,569.96,False
2631,302,2,64,65,236.32,0.3087,0.002026,0.8015,4562.07,False
2632,302,2,47,48,237.77,0.1666,0.272703,0.8801,3097.27,False
2633,302,2,5,6,207.37,0.551,0.228661,0.6806,59.4,False
2634,302,2,14,15,207.66,0.1734,0.664254,0.5525,133.38,False
2635,302,2,3,4,187.09,0.9081,0.0739,0.2781,165.88,False
2636,303,2,16,17,11.98,0.2101,0.500627,0.8996,140.51,False
2637,303,2,16,17,357.77,0.129,0.771636,0.8996,113.5,False
2638,303,2,10,11,45.64,0.5099,0.071167,0.8487,20.34,False
2639,304,2,34,35,270.92,0.0283,0.973453,0.904,7.22,False
2640,304,2,32,33,254.0,0.421,0.002873,0.9085,15.57,False
2641,304,2,13,14,134.14,0.1735,0.684419,0.8952,3.63,False
2642,304,2,12,13,313.49,0.1771,0.69527,0.8819,39.28,False
2643,305,2,11,12,333.01,0.8853,1e-06,0.4559,257.99,False
2644,305,2,17,18,10.45,0.7345,2.3e-05,0.4299,670.21,False
2645,306,2,22,23,294.56,0.7134,3e-06,0.8579,488.3,True
2646,306,2,13,14,302.1,0.9822,1e-06,0.8649,425.59,True
2647,307,2,27,28,128.05,0.1849,0.400918,0.6746,265.73,False
2648,307,2,0,1,,0.0,1.0,0.0,0.0,False
2649,307,2,20,21,21.16,0.073,0.901277,0.6429,1167.72,False
2650,308,2,27,28,74.15,0.4284,0.006071,0.8456,1299.97,False
2651,308,2,10,11,331.4,0.7509,0.001677,0.9209,27.79,True
2652,308,2,10,11,352.13,0.661,0.009104,0.9209,24.93,True
2653,308,2,39,40,134.94,0.2537,0.080533,0.8738,1757.7,False
2654,308,2,14,15,103.87,0.56,0.009937,0.9266,11.16,True
2655,308,2,10,11,290.24,0.4528,0.128443,0.9076,7.65,False
2656,308,2,18,19,206.9,0.0348,0.979052,0.7938,3.6,False
2657,308,2,8,9,152.38,0.8565,0.000778,0.7875,20.0,True
2658,308,2,0,1,,0.0,1.0,0.0,0.0,False
2659,309,2,12,13,229.0,0.223,0.560569,0.8295,4.72,False
2660,309,2,26,27,304.14,0.0397,0.960642,0.86,96.27,False
2661,309,2,8,9,317.3,0.2083,0.719494,0.8511,2.93,False
2662,309,2,21,22,120.41,0.1112,0.775352,0.8592,65.18,False
2663,309,2,44,45,137.48,0.0531,0.884495,0.8816,328.17,False
2664,309,2,10,11,270.82,0.3715,0.257322,0.86,60.71,False
2665,309,2,15,16,273.13,0.2536,0.387544,0.8607,6.95,False
2666,309,2,1,2,310.21,1.0,0.512221,0.8607,50.02,False
2667,309,2,21,22,168.52,0.5078,0.00345,0.9172,24.82,True
2668,314,2,22,23,333.94,0.5096,0.002495,0.4083,1386.8,False
2669,314,2,12,13,356.56,0.8391,1.9e-05,0.4406,92.27,False
2670,314,2,25,26,279.73,0.3132,0.085129,0.5539,1011.31,False
2671,314,2,35,36,179.81,0.1316,0.548884,0.9497,2095.89,False
2672,314,2,10,11,239.91,0.4298,0.159011,0.939,76.24,False
2673,314,2,10,11,190.77,0.2438,0.563666,0.939,82.26,False
2674,314,2,7,8,127.36,0.3033,0.542378,0.9645,81.65,False
2675,343,2,38,39,262.38,0.0473,0.919315,0.9216,676.84,False
2676,343,2,46,47,219.57,0.0233,0.97568,0.9585,916.0,False
2677,343,2,18,19,136.59,0.2112,0.454011,0.952,163.73,False
2678,343,2,1,2,269.78,1.0,0.512221,0.8394,1.67,False
2679,343,2,15,16,253.72,0.2507,0.396254,0.9736,17.98,False
2680,344,2,16,17,162.21,0.6246,0.001146,0.5317,396.34,True
2681,344,2,6,7,167.23,0.9947,1.5e-05,0.3486,309.82,False
2682,344,2,41,42,173.12,0.6372,0.0,0.5134,3014.3,True
2683,345,2,19,20,320.4,0.5802,0.001057,0.5938,1267.28,True
2684,345,2,8,9,293.86,0.5963,0.053259,0.5357,26.96,False
2685,347,2,42,43,216.81,0.1725,0.288077,0.9589,267.86,False
2686,347,2,25,26,209.16,0.148,0.583155,0.9625,7.4,False
2687,347,2,26,27,103.85,0.1463,0.577862,0.9625,7.99,False
2688,348,2,26,27,194.93,0.1752,0.45431,0.9172,199.83,False
2689,348,2,44,45,110.54,0.2841,0.02776,0.9172,985.19,False
2690,349,2,5,6,326.92,0.1983,0.836024,0.8628,201.62,False
2691,349,2,5,6,315.69,0.1983,0.836106,0.8628,4.93,False
2692,349,2,37,38,278.33,0.4033,0.002035,0.9431,1892.68,False
2693,349,2,46,47,304.5,0.2594,0.044375,0.9506,1317.07,False
2694,349,2,28,29,290.02,0.4183,0.006489,0.9545,62.09,False
2695,349,2,37,38,307.91,0.5826,1e-06,0.9502,1091.95,True
2696,349,2,8,9,287.99,0.5112,0.122956,0.9616,179.43,False
