tracklet_id,flight_id,cls,n_steps,n_obs,mean_dir_deg,R,rayleigh_p,median_inlier,disp_px,trusted
2146,246,1,19,20,320.91,0.4888,0.008982,0.9506,242.65,False
2147,246,1,35,36,309.11,0.1181,0.616965,0.8976,48.77,False
2148,246,1,29,30,137.02,0.1072,0.720106,0.9241,482.67,False
2149,246,1,33,34,125.43,0.1411,0.522079,0.8976,104.14,False
2150,247,2,9,10,299.43,0.2667,0.540524,0.8568,337.93,False
2151,247,2,29,30,1.94,0.0957,0.769879,0.8837,331.84,False
2152,247,2,11,12,353.83,0.1807,0.707822,0.8568,141.11,False
2153,247,2,10,11,209.35,0.1385,0.832639,0.8606,4.17,False
2154,247,2,12,13,302.72,0.384,0.172006,0.8606,336.02,False
2155,247,2,3,4,335.38,0.7907,0.158004,0.8983,2.42,False
2156,247,2,10,11,163.87,0.2638,0.510316,0.8606,338.25,False
2157,247,2,13,14,235.71,0.4341,0.084426,0.8568,226.78,False
2158,247,2,12,13,247.79,0.2358,0.522959,0.8493,335.64,False
2159,247,2,11,12,88.88,0.6504,0.006669,0.9017,806.18,True
2160,247,2,9,10,90.28,0.6161,0.027923,0.9017,762.52,True
2161,247,2,6,7,63.59,0.2056,0.790409,0.9038,155.21,False
2162,247,2,9,10,81.17,0.6912,0.009475,0.8985,714.95,True
2163,247,2,7,8,51.38,0.5079,0.166839,0.9017,652.89,False
2164,247,2,30,31,84.77,0.0316,0.970993,0.8377,222.25,False
2165,247,2,5,6,62.53,0.4043,0.464914,0.8891,171.05,False
2166,247,2,4,5,89.53,0.7894,0.075102,0.8433,471.2,False
2167,247,2,1,2,94.04,1.0,0.512221,0.8627,217.03,False
2168,247,2,37,38,309.67,0.0354,0.955238,0.7957,357.42,False
2169,247,2,21,22,7.64,0.0891,0.849482,0.8077,158.02,False
2170,247,2,8,9,289.79,0.4918,0.145231,0.8651,589.25,False
2171,247,2,8,9,290.62,0.4355,0.224988,0.8651,401.71,False
2172,247,2,8,9,242.97,0.2784,0.552824,0.8651,313.51,False
2173,247,2,7,8,0.62,0.3492,0.441866,0.8667,4.12,False
2174,247,2,6,7,263.53,0.4511,0.308064,0.8776,297.02,False
2175,247,2,5,6,288.09,0.6514,0.118302,0.8885,296.21,False
2176,247,2,3,4,273.69,0.9604,0.048371,0.8635,360.44,False
2177,247,2,9,10,71.09,0.2945,0.47078,0.8077,826.02,False
2178,247,2,3,4,336.17,0.1626,0.935059,0.8077,234.58,False
2179,247,2,3,4,95.26,0.9634,0.047127,0.8333,213.14,False
2180,247,2,6,7,87.44,0.4322,0.340794,0.7847,339.04,False
2181,247,2,4,5,88.64,0.5295,0.349067,0.7458,163.35,False
2182,248,0,13,14,86.5,0.1885,0.638708,0.9594,169.67,False
2183,248,0,18,19,17.67,0.3129,0.172714,0.956,246.31,False
2184,248,0,18,19,60.42,0.3121,0.174329,0.956,91.31,False
2185,248,0,52,53,133.22,0.093,0.639705,0.9507,651.81,False
2186,248,0,22,23,97.69,0.1782,0.502672,0.9514,133.82,False
2187,248,0,24,25,99.47,0.1346,0.652048,0.9481,97.93,False
2188,248,0,19,20,204.19,0.0786,0.891894,0.9515,102.65,False
2189,248,0,59,60,77.28,0.0257,0.962105,0.9501,128.05,False
2190,248,0,48,49,117.63,0.0316,0.953669,0.9452,496.32,False
2191,248,0,14,15,55.73,0.3259,0.229357,0.9397,91.89,False
2192,248,0,6,7,47.63,0.1,0.94629,0.9264,62.53,False
2193,248,0,34,35,117.27,0.0425,0.941182,0.9452,164.28,False
2194,248,0,9,10,79.24,0.2634,0.548729,0.9287,38.26,False
2195,248,0,4,5,78.42,0.5118,0.375818,0.9401,28.63,False
2196,248,0,12,13,351.39,0.0172,0.996597,0.9419,8.76,False
2197,248,0,28,29,199.8,0.0037,0.999623,0.9514,551.3,False
2198,248,0,13,14,300.17,0.2308,0.509291,0.954,32.45,False
2199,248,0,21,22,228.58,0.2388,0.305654,0.9576,108.34,False
2200,248,0,18,19,179.07,0.1141,0.7957,0.9576,297.01,False
2201,248,0,11,12,189.56,0.2279,0.575543,0.9597,76.78,False
2202,248,0,19,20,196.38,0.2293,0.373252,0.9576,111.05,False
2203,248,0,16,17,244.52,0.1788,0.606706,0.9586,59.11,False
2204,248,0,19,20,291.88,0.1442,0.679253,0.9576,5.23,False
2205,248,0,19,20,284.66,0.2474,0.316708,0.9576,54.26,False
2206,248,0,19,20,290.13,0.151,0.654132,0.9576,3.99,False
2207,248,0,16,17,303.81,0.1391,0.739767,0.9586,103.48,False
2208,248,0,19,20,94.36,0.0928,0.852349,0.9576,112.33,False
2209,249,0,33,34,103.12,0.2446,0.138838,0.9333,1052.21,False
2210,249,0,17,18,92.62,0.3962,0.067421,0.9333,316.26,False
2211,249,0,15,16,136.26,0.251,0.395293,0.93,253.74,False
2212,249,0,13,14,109.67,0.2322,0.505171,0.9333,34.16,False
2213,249,0,6,7,90.87,0.5932,0.119939,0.9433,186.96,False
2214,249,0,11,12,74.11,0.3145,0.344919,0.9372,125.63,False
2215,249,0,13,14,147.15,0.1459,0.765277,0.93,37.27,False
2216,249,0,41,42,246.68,0.0781,0.781004,0.9523,291.18,False
2217,249,0,7,8,82.12,0.3411,0.459076,0.9518,185.18,False
2218,249,0,10,11,76.3,0.1855,0.719141,0.9353,407.2,False
2219,249,0,11,12,98.86,0.4825,0.074544,0.93,286.88,False
2220,249,0,4,5,78.5,0.9464,0.015516,0.927,301.82,False
2221,249,0,6,7,94.69,0.3324,0.535524,0.923,310.95,False
2222,249,0,3,4,87.32,0.9994,0.033568,0.9459,117.3,False
2223,249,0,16,17,314.03,0.3203,0.195622,0.9649,298.46,False
2224,249,0,25,26,306.89,0.1612,0.526784,0.9638,334.01,False
2225,249,0,21,22,122.97,0.0917,0.84123,0.9643,162.06,False
2226,249,0,0,1,,0.0,1.0,0.0,0.0,False
2227,249,0,16,17,153.26,0.1512,0.700343,0.9643,236.85,False
2228,249,0,13,14,218.85,0.238,0.487731,0.9626,219.44,False
2229,249,0,21,22,21.69,0.0047,0.999548,0.9605,306.65,False
2230,249,0,18,19,272.31,0.3305,0.140197,0.9634,154.8,False
2231,249,0,12,13,291.65,0.3643,0.206451,0.9643,355.69,False
2232,249,0,16,17,277.23,0.098,0.861294,0.9643,241.86,False
2233,249,0,11,12,279.19,0.5263,0.043777,0.9626,367.37,True
2234,249,0,22,23,317.91,0.2726,0.196361,0.9616,406.01,False
2235,249,0,9,10,10.32,0.3618,0.316747,0.966,155.24,False
2236,249,0,16,17,291.84,0.1651,0.65363,0.9634,266.21,False
2237,249,0,7,8,246.74,0.253,0.655072,0.9716,3.2,False
2238,249,0,15,16,335.78,0.1113,0.835101,0.9643,334.31,False
2239,249,0,15,16,242.81,0.2514,0.394173,0.9643,197.23,False
2240,249,0,20,21,271.82,0.137,0.692138,0.9634,346.27,False
2241,249,0,16,17,258.81,0.3308,0.174912,0.9616,189.01,False
2242,249,0,15,16,260.63,0.5401,0.010271,0.9605,477.7,True
2243,249,0,4,5,259.8,0.5527,0.315342,0.9633,151.05,False
2244,249,0,4,5,270.95,0.4947,0.402497,0.96,123.84,False
2245,250,0,36,37,264.22,0.3312,0.01822,0.9353,1092.53,False
2246,250,0,16,17,279.35,0.442,0.041329,0.9475,422.78,False
2247,250,0,20,21,295.32,0.2156,0.399755,0.952,401.46,False
2248,250,0,18,19,289.32,0.1308,0.740429,0.9567,251.51,False
2249,250,0,11,12,277.39,0.3591,0.247033,0.9464,347.61,False
2250,250,0,12,13,313.33,0.4223,0.116936,0.9497,309.95,False
2251,250,0,18,19,260.02,0.3438,0.118651,0.9569,185.78,False
2252,250,0,17,18,288.58,0.3621,0.106793,0.9575,141.94,False
2253,250,0,10,11,291.13,0.4452,0.13801,0.9463,251.23,False
2254,250,0,5,6,265.38,0.966,0.002653,0.9575,341.84,True
2255,250,0,6,7,269.82,0.6318,0.08717,0.952,250.47,False
2256,250,0,5,6,284.83,0.68,0.095062,0.9462,317.32,False
2257,250,0,16,17,264.49,0.3002,0.239543,0.9546,343.95,False
2258,250,0,28,29,261.97,0.1241,0.653605,0.9503,371.93,False
2259,250,0,12,13,329.21,0.2444,0.498087,0.9497,336.8,False
2260,250,0,15,16,302.7,0.4095,0.078959,0.9563,227.69,False
2261,250,0,7,8,281.9,0.6015,0.075199,0.941,374.25,False
2262,250,0,10,11,288.71,0.3539,0.292885,0.9556,376.35,False
2263,250,0,4,5,240.89,0.7254,0.120252,0.9399,346.84,False
2264,250,0,4,5,277.93,0.5152,0.370635,0.9399,162.41,False
2265,250,0,8,9,260.22,0.6268,0.037703,0.9667,384.13,True
2266,250,0,5,6,257.53,0.1994,0.834434,0.9691,203.36,False
2267,250,0,9,10,60.52,0.5362,0.071731,0.9517,357.96,False
2268,250,0,8,9,112.46,0.1041,0.92172,0.9544,608.04,False
2269,250,0,9,10,101.0,0.3238,0.400738,0.9517,107.1,False
2270,250,0,9,10,91.5,0.378,0.283954,0.9517,101.75,False
2271,250,0,8,9,119.55,0.4368,0.222852,0.9544,383.88,False
2272,250,0,13,14,78.48,0.173,0.686004,0.9517,444.03,False
2273,250,0,11,12,110.78,0.2331,0.560703,0.9517,357.47,False
2274,250,0,7,8,333.57,0.4755,0.21103,0.9571,310.83,False
2275,250,0,8,9,119.58,0.247,0.628267,0.9544,335.67,False
2276,250,0,12,13,98.34,0.3251,0.287089,0.9544,592.15,False
2277,250,0,8,9,88.41,0.4617,0.185006,0.9544,444.45,False
2278,250,0,7,8,92.59,0.6232,0.060779,0.9571,596.79,False
2279,250,0,7,8,77.27,0.5432,0.126224,0.9489,141.32,False
2280,250,0,9,10,90.23,0.3046,0.446179,0.9489,58.66,False
2281,250,0,12,13,100.73,0.4299,0.107706,0.9412,696.28,False
2282,250,0,5,6,118.17,0.6102,0.158018,0.9394,604.81,False
2283,250,0,3,4,62.3,0.3354,0.748078,0.9394,137.34,False
2284,250,0,3,4,56.96,0.3565,0.719716,0.9394,377.93,False
2285,250,0,1,2,86.94,1.0,0.512221,0.9489,191.77,False
2286,251,0,56,57,273.86,0.0793,0.705017,0.9379,75.95,False
2287,251,0,9,10,303.59,0.5225,0.082812,0.956,358.67,False
2288,251,0,25,26,273.07,0.256,0.195561,0.942,458.12,False
2289,251,0,5,6,271.35,0.9691,0.002469,0.915,289.78,True
2290,251,0,17,18,283.43,0.4187,0.048487,0.9538,634.52,False
2291,251,0,19,20,311.63,0.3409,0.109199,0.9528,254.88,False
2292,251,0,14,15,266.1,0.5326,0.01603,0.9533,635.01,True
2293,251,0,9,10,237.04,0.5973,0.035493,0.954,212.62,True
2294,251,0,22,23,266.49,0.2668,0.210501,0.9385,769.29,False
2295,251,0,9,10,196.91,0.3026,0.450974,0.9538,137.89,False
2296,251,0,16,17,228.38,0.1998,0.535286,0.945,184.39,False
2297,251,0,19,20,75.82,0.6245,0.000305,0.9349,96.99,True
2298,251,0,7,8,243.47,0.322,0.50084,0.9349,217.53,False
2299,251,0,5,6,299.98,0.2214,0.799566,0.9192,60.49,False
2300,251,0,16,17,222.19,0.268,0.322065,0.9328,242.56,False
2301,251,0,15,16,286.05,0.2226,0.483043,0.9349,74.6,False
2302,251,0,19,20,28.81,0.2277,0.378535,0.9307,6.45,False
2303,251,0,18,19,245.64,0.2177,0.432008,0.9328,634.9,False
2304,251,0,13,14,279.7,0.3892,0.139766,0.9307,592.93,False
2305,251,0,40,41,56.47,0.1009,0.668297,0.9391,482.43,False
2306,251,0,3,4,287.28,0.3331,0.75109,0.942,73.14,False
2307,251,0,10,11,269.5,0.4662,0.112632,0.9212,623.21,False
2308,251,0,17,18,99.53,0.4797,0.017668,0.9403,1284.98,False
2309,251,0,26,27,90.47,0.2321,0.24849,0.9364,1226.29,False
2310,251,0,17,18,105.88,0.2741,0.282754,0.9403,585.01,False
2311,251,0,12,13,109.9,0.1311,0.81997,0.9468,70.61,False
2312,251,0,16,17,111.6,0.3804,0.097563,0.9468,1153.31,False
2313,251,0,17,18,84.0,0.1229,0.778758,0.9403,447.2,False
2314,251,0,6,7,84.28,0.1385,0.899252,0.9468,386.96,False
2315,251,0,3,4,5.47,0.3663,0.706328,0.9403,205.21,False
2316,251,0,5,6,74.22,0.6069,0.161528,0.9538,583.37,False
2317,251,0,4,5,105.97,0.4862,0.415917,0.9548,389.25,False
2318,251,0,10,11,55.26,0.4189,0.17499,0.9548,353.75,False
2319,251,0,7,8,72.17,0.204,0.760671,0.9538,560.25,False
2320,251,0,8,9,67.9,0.7174,0.011344,0.9474,617.05,True
2321,251,0,16,17,75.07,0.8209,2e-06,0.9316,1263.8,True
2322,251,0,3,4,121.32,0.3082,0.783311,0.9589,138.02,False
2323,251,0,1,2,75.17,1.0,0.512221,0.9272,147.68,False
2324,251,0,14,15,270.47,0.2848,0.327053,0.9287,35.14,False
2325,252,0,19,20,292.87,0.3639,0.079319,0.9487,1012.84,False
2326,252,0,27,28,283.8,0.1402,0.592543,0.9453,1013.49,False
2327,252,0,27,28,291.79,0.4636,0.002394,0.9453,989.1,False
2328,252,0,25,26,280.28,0.3227,0.072788,0.9453,717.51,False
2329,252,0,27,28,234.76,0.2677,0.144555,0.9453,690.44,False
2330,252,0,16,17,276.41,0.1918,0.562466,0.9471,93.8,False
2331,252,0,22,23,258.95,0.3123,0.116491,0.9451,1019.43,False
2332,252,0,20,21,311.67,0.2002,0.454154,0.947,717.77,False
2333,252,0,11,12,262.89,0.5875,0.01865,0.9488,447.29,True
2334,252,0,11,12,277.09,0.3943,0.183134,0.9488,437.78,False
2335,252,0,8,9,283.91,0.5816,0.062396,0.9471,386.7,False
2336,252,0,44,45,213.66,0.0285,0.965362,0.9451,110.22,False
2337,252,0,10,11,273.74,0.1813,0.729821,0.9506,419.33,False
2338,252,0,18,19,69.75,0.4089,0.047135,0.947,10.5,False
2339,252,0,4,5,270.91,0.9446,0.015869,0.9549,241.8,False
2340,252,0,15,16,242.06,0.2435,0.417852,0.9453,438.35,False
2341,252,0,7,8,294.8,0.5944,0.080414,0.9524,456.84,False
2342,252,0,3,4,289.23,0.3331,0.751121,0.9453,28.2,False
2343,252,0,7,8,272.67,0.4845,0.197975,0.9453,441.74,False
2344,252,0,10,11,270.27,0.4548,0.125932,0.9469,558.23,False
2345,252,0,7,8,262.23,0.4382,0.269852,0.9487,445.61,False
2346,252,0,8,9,274.53,0.831,0.001445,0.9395,444.22,True
2347,252,0,28,29,108.04,0.264,0.142106,0.954,1020.27,False
2348,252,0,11,12,71.32,0.2363,0.551784,0.9279,448.41,False
2349,252,0,17,18,73.01,0.2583,0.3264,0.943,425.96,False
2350,252,0,29,30,57.23,0.0838,0.818229,0.9563,823.55,False
2351,252,0,8,9,115.12,0.4452,0.209493,0.9144,375.98,False
2352,252,0,17,18,148.94,0.101,0.844567,0.9514,20.9,False
2353,252,0,4,5,95.58,0.0638,0.98576,0.9247,104.26,False
2354,252,0,24,25,95.71,0.4184,0.013474,0.9589,1027.6,False
2355,252,0,19,20,81.22,0.27,0.253217,0.9563,541.14,False
2356,252,0,9,10,99.12,0.5334,0.073927,0.943,451.34,False
2357,252,0,3,4,138.29,0.2605,0.840629,0.9587,126.39,False
2358,252,0,20,21,105.28,0.5592,0.001287,0.9594,985.37,True
2359,252,0,13,14,116.44,0.0789,0.925042,0.9563,301.95,False
2360,252,0,5,6,88.78,0.9037,0.008345,0.943,406.75,True
2361,252,0,4,5,79.3,0.5181,0.366237,0.9184,382.94,False
2362,252,0,20,21,110.24,0.4044,0.035934,0.9594,977.13,False
2363,252,0,6,7,87.02,0.2963,0.610322,0.9497,378.06,False
2364,252,0,5,6,95.58,0.5359,0.249169,0.9563,177.48,False
2365,252,0,13,14,83.34,0.0667,0.945861,0.9645,209.24,False
2366,252,0,4,5,100.71,0.607,0.242606,0.9652,243.39,False
2367,252,0,18,19,97.59,0.4567,0.021173,0.9609,987.84,False
2368,252,0,2,3,149.53,0.0196,0.999409,0.9765,1.52,False
2369,252,0,9,10,47.81,0.0537,0.975748,0.9681,413.86,False
2370,252,0,6,7,21.97,0.3063,0.589566,0.9673,265.21,False
2371,252,0,1,2,59.1,1.0,0.512221,0.9789,27.54,False
2372,256,2,8,9,49.42,0.2346,0.65788,0.8784,15.62,False
2373,256,1,38,39,11.7,0.1826,0.283358,0.9323,228.52,False
2374,256,1,32,33,353.89,0.2419,0.154087,0.9307,78.27,False
2375,256,1,36,37,86.33,0.2705,0.070902,0.9323,33.29,False
2376,260,2,10,11,242.46,0.5815,0.029632,0.2478,547.07,False
2377,260,2,14,15,195.5,0.6814,0.000735,0.2923,508.51,False
2378,260,2,17,18,7.42,0.3135,0.189755,0.636,1130.72,False
2379,260,2,28,29,19.93,0.5117,0.000435,0.7804,238.27,True
2380,260,2,20,21,46.9,0.1846,0.511734,0.7804,23.87,False
2381,260,2,17,18,18.54,0.1729,0.608353,0.7689,42.63,False
2382,261,2,35,36,282.44,0.1276,0.569084,0.6961,1034.36,False
2383,262,2,6,7,257.68,0.6478,0.075662,0.9623,133.03,False
2384,262,2,32,33,220.19,0.2082,0.251539,0.9498,1583.44,False
2385,262,2,34,35,220.54,0.0929,0.748605,0.952,1502.08,False
2386,262,2,14,15,215.83,0.2012,0.575883,0.9625,62.38,False
2387,262,2,37,38,211.09,0.3758,0.004756,0.946,2409.52,False
2388,262,2,12,13,199.98,0.3162,0.307622,0.9613,7.64,False
2389,262,2,18,19,282.97,0.2998,0.200073,0.9394,366.07,False
2390,263,2,25,26,348.17,0.513,0.000976,0.4742,1435.15,False
2391,263,2,15,16,10.54,0.9542,1e-06,0.5116,193.23,True
2392,263,2,20,21,274.97,0.4243,0.025253,0.4488,2439.37,False
2393,263,2,9,10,318.33,0.3341,0.376925,0.9039,15.26,False
2394,263,2,8,9,274.14,0.2407,0.643518,0.9069,12.62,False
2395,263,2,9,10,274.86,0.1503,0.824364,0.9039,93.31,False
2396,263,2,20,21,2.23,0.2066,0.431255,0.9297,476.09,False
2397,263,2,9,10,330.67,0.2021,0.704038,0.9526,80.51,False
2398,263,2,9,10,55.57,0.17,0.780784,0.9526,77.19,False
2399,264,2,8,9,238.42,0.3811,0.323148,0.704,1269.43,False
2400,264,2,55,56,210.11,0.1498,0.292275,0.8908,874.02,False
2401,264,2,13,14,123.11,0.0857,0.912159,0.8811,6.58,False
2402,265,2,13,14,156.31,0.7881,6e-05,0.3609,331.63,False
2403,265,2,46,47,181.61,0.523,1e-06,0.3715,839.88,False
2404,266,2,36,37,288.47,0.1834,0.299758,0.7412,1796.9,False
2405,266,2,19,20,352.66,0.5826,0.000992,0.677,59.42,True
2406,266,2,21,22,144.63,0.0739,0.893899,0.6556,1162.8,False
2407,267,2,5,6,211.48,0.5966,0.17289,0.5959,6.24,False
2408,276,1,25,26,164.32,0.3361,0.057889,0.9251,604.54,False
2409,276,1,5,6,138.68,0.2411,0.76661,0.7956,1.16,False
2410,276,1,0,1,,0.0,1.0,0.0,0.0,False
2411,276,1,0,1,,0.0,1.0,0.0,0.0,False
2412,276,1,5,6,173.81,0.6554,0.114807,0.9251,861.6,False
2413,276,1,7,8,60.65,0.2255,0.715377,0.9361,210.51,False
2414,276,1,4,5,192.58,0.7516,0.100035,0.9248,518.74,False
2415,276,1,3,4,159.91,0.4139,0.639214,0.9602,139.49,False
2416,276,1,53,54,136.63,0.3978,0.000173,0.9336,973.98,False
2417,276,1,4,5,231.13,0.504,0.387985,0.9568,8.36,False
2418,276,1,1,2,257.12,1.0,0.512221,0.9474,34.99,False
2419,276,1,3,4,30.74,0.9612,0.048017,0.9373,636.34,False
2420,276,1,6,7,63.04,0.5635,0.150301,0.9358,106.04,False
2421,276,1,4,5,104.65,0.2451,0.807307,0.9366,118.84,False
2422,276,1,4,5,69.81,0.5156,0.370135,0.9366,223.04,False
2423,276,1,5,6,37.91,0.1973,0.837496,0.9359,274.41,False
2424,276,1,8,9,339.95,0.6226,0.039608,0.9179,21.57,True
2425,276,1,0,1,,0.0,1.0,0.0,0.0,False
2426,276,1,7,8,42.95,0.9256,0.000332,0.9338,259.93,True
2427,276,1,8,9,353.21,0.2063,0.724194,0.9297,338.75,False
2428,276,1,8,9,34.62,0.1687,0.806401,0.9297,175.11,False
2429,276,1,4,5,257.16,0.1774,0.894465,0.9437,73.55,False
2430,276,1,3,4,134.99,0.3588,0.716575,0.8852,48.25,False
2431,276,1,13,14,121.84,0.2793,0.370026,0.9466,524.94,False
2432,276,1,9,10,247.59,0.2566,0.566116,0.9341,51.45,False
2433,276,1,7,8,157.57,0.4205,0.300744,0.9341,146.64,False
2434,276,1,8,9,157.94,0.3317,0.428186,0.9351,65.06,False
2435,276,1,6,7,227.21,0.2307,0.743169,0.9096,3.52,False
2436,276,1,7,8,203.62,0.9731,0.0,0.9525,134.14,True
2437,276,1,2,3,335.26,0.0634,0.993825,0.917,2.74,False
2438,277,1,10,11,14.62,0.201,0.678511,0.9053,6.86,False
2439,277,1,36,37,40.63,0.0645,0.862543,0.9265,73.17,False
2440,277,1,19,20,10.27,0.5743,0.001235,0.9389,319.68,True
2441,277,1,11,12,27.7,0.6217,0.010896,0.9566,188.14,True
2442,277,1,10,11,53.16,0.0531,0.97349,0.9559,69.82,False
2443,277,1,5,6,8.69,0.3926,0.486523,0.9552,23.18,False
2444,277,1,8,9,50.69,0.3367,0.416985,0.9356,244.88,False
2445,277,1,14,15,15.31,0.6321,0.002351,0.9265,192.97,True
2446,277,1,31,32,346.88,0.6559,0.0,0.9242,802.85,True
2447,277,1,5,6,202.61,0.2583,0.736735,0.9307,240.39,False
2448,277,1,0,1,,0.0,1.0,0.0,0.0,False
2449,277,1,0,1,,0.0,1.0,0.0,0.0,False
2450,277,1,22,23,30.57,0.2904,0.156911,0.9239,732.37,False
2451,277,1,18,19,6.86,0.3644,0.090426,0.9465,64.86,False
2452,277,1,14,15,323.2,0.7061,0.000382,0.948,504.48,True
2453,277,1,5,6,289.62,0.6654,0.106473,0.9713,13.73,False
2454,277,1,14,15,310.2,0.5502,0.011834,0.948,304.53,True
2455,277,1,16,17,331.81,0.504,0.014797,0.9239,461.61,True
2456,277,1,15,16,354.45,0.6298,0.001576,0.9239,159.33,True
2457,277,1,14,15,18.9,0.5343,0.01558,0.9239,192.71,True
2458,278,1,8,9,91.73,0.1681,0.80766,0.9413,3.26,False
2459,278,1,47,48,166.41,0.2365,0.071473,0.9397,144.05,False
2460,278,1,29,30,217.3,0.4191,0.005281,0.9468,16.98,False
2461,278,1,31,32,121.73,0.2345,0.182604,0.9509,14.73,False
2462,278,1,24,25,163.51,0.6835,3e-06,0.9509,42.62,True
2463,279,1,3,4,205.61,0.2042,0.899253,0.9201,119.06,False
2464,279,1,35,36,34.91,0.3657,0.008427,0.9279,339.31,False
2465,279,1,37,38,44.23,0.1655,0.365476,0.9372,465.65,False
2466,279,1,25,26,14.88,0.4319,0.008235,0.9372,397.08,False
2467,279,1,21,22,13.55,0.3799,0.046377,0.94,517.52,False
2468,279,1,22,23,63.08,0.1199,0.733301,0.9455,366.04,False
2469,279,1,23,24,355.95,0.2014,0.397696,0.9448,182.69,False
2470,279,1,8,9,40.72,0.5396,0.094829,0.9399,8.78,False
2471,279,1,42,43,335.02,0.1615,0.336498,0.9546,104.94,False
2472,279,1,12,13,354.74,0.3425,0.249287,0.9531,100.02,False
2473,279,1,5,6,311.65,0.4981,0.304921,0.9592,17.03,False
2474,279,1,0,1,,0.0,1.0,0.0,0.0,False
2475,279,1,16,17,180.67,0.1007,0.854187,0.9589,140.84,False
2476,279,1,18,19,290.21,0.139,0.711988,0.9589,187.37,False
2477,279,1,17,18,84.06,0.2658,0.305213,0.9553,40.35,False
2478,279,1,16,17,76.41,0.4383,0.043694,0.955,188.17,False
2479,279,1,7,8,203.89,0.3907,0.35684,0.9616,1.74,False
2480,279,1,9,10,212.78,0.6205,0.026384,0.9616,142.02,True
2481,279,1,6,7,1.49,0.4904,0.245255,0.9641,3.51,False
2482,279,1,10,11,159.1,0.5968,0.024044,0.9569,299.12,True
2483,280,1,42,43,62.14,0.1724,0.288723,0.9156,1603.71,False
2484,280,1,25,26,147.9,0.2047,0.354346,0.9155,270.61,False
2485,280,1,42,43,86.19,0.3297,0.009676,0.9192,1423.52,False
2486,280,1,25,26,132.72,0.4916,0.001796,0.9155,272.47,False
2487,280,1,15,16,118.95,0.3218,0.214152,0.9227,327.83,False
2488,280,1,18,19,128.91,0.3656,0.088908,0.9046,196.62,False
2489,280,1,17,18,117.61,0.1808,0.580484,0.9027,70.44,False
2490,280,1,8,9,237.29,0.305,0.489662,0.9236,84.72,False
2491,280,1,4,5,75.34,0.4804,0.425112,0.9306,1.91,False
2492,280,1,14,15,38.31,0.334,0.21259,0.932,421.69,False
2493,280,1,34,35,55.28,0.1323,0.555133,0.9512,137.35,False
2494,280,1,5,6,64.35,0.5483,0.232233,0.9289,357.11,False
2495,280,1,8,9,26.52,0.6258,0.038153,0.9342,419.95,True
2496,280,1,4,5,64.63,0.2947,0.732548,0.9053,259.65,False
2497,280,1,2,3,329.87,0.1972,0.941554,0.8431,84.67,False
2498,280,1,15,16,67.94,0.0935,0.88059,0.9483,168.49,False
2499,280,1,5,6,42.48,0.8567,0.016135,0.9316,357.04,True
2500,280,1,1,2,333.08,1.0,0.512221,0.8045,4.92,False
2501,280,1,1,2,352.49,1.0,0.512221,0.8045,28.39,False
2502,280,1,1,2,91.83,1.0,0.512221,0.8045,0.35,False
2503,280,1,1,2,142.56,1.0,0.512221,0.8045,0.49,False
2504,280,1,1,2,103.38,1.0,0.512221,0.8045,5.38,False
2505,280,1,1,2,87.24,1.0,0.512221,0.8045,2.56,False
2506,280,1,12,13,36.08,0.6223,0.006967,0.9498,420.6,True
2507,280,1,7,8,24.36,0.5878,0.08546,0.9491,419.5,False
2508,280,1,9,10,48.89,0.6398,0.02033,0.949,361.45,True
2509,280,1,10,11,23.69,0.3262,0.354239,0.9553,350.86,False
2510,280,1,21,22,342.76,0.1385,0.673649,0.9566,166.33,False
2511,280,1,17,18,54.09,0.0077,0.999019,0.9604,28.08,False
2512,280,1,3,4,188.35,0.3384,0.744052,0.949,1.96,False
2513,280,1,6,7,11.74,0.5632,0.150636,0.9615,268.6,False
2514,280,1,8,9,220.31,0.7875,0.003521,0.9585,419.67,True
2515,280,1,6,7,189.46,0.2212,0.761358,0.9585,172.04,False
2516,280,1,6,7,179.92,0.6923,0.049523,0.9585,309.99,True
2517,280,1,6,7,204.34,0.6411,0.080347,0.9585,211.95,False
2518,280,1,8,9,149.18,0.0783,0.954917,0.9585,192.49,False
2519,280,1,7,8,197.27,0.5757,0.095461,0.9604,371.57,False
2520,281,1,46,47,20.75,0.6107,0.0,0.8628,313.22,True
2521,281,1,18,19,277.39,0.4191,0.040088,0.8741,237.31,False
2522,281,1,43,44,30.4,0.4196,0.000392,0.8651,582.96,False
2523,281,1,35,36,30.41,0.4833,0.000186,0.8651,263.81,False
2524,281,1,42,43,67.09,0.1663,0.314945,0.8605,257.59,False
2525,281,1,25,26,54.74,0.1963,0.385386,0.8672,100.74,False
2526,281,1,7,8,79.84,0.1536,0.856952,0.8809,84.13,False
2527,281,1,18,19,58.15,0.1764,0.577464,0.8631,6.0,False
2528,281,1,18,19,212.82,0.4577,0.020787,0.8605,76.79,False
2529,281,1,20,21,64.87,0.3246,0.121242,0.8566,9.95,False
2530,281,1,0,1,,0.0,1.0,0.0,0.0,False
2531,281,1,0,1,,0.0,1.0,0.0,0.0,False
2532,281,1,2,3,81.83,0.0934,0.986628,0.8107,187.01,False
2533,281,1,6,7,119.2,0.03,0.995047,0.7746,42.47,False
2534,281,1,11,12,325.96,0.4385,0.119903,0.7638,58.23,False
2535,281,1,1,2,21.46,1.0,0.512221,0.8988,9.79,False
